GO.ID	Term	Annotated	Significant	Expected	Fisher
824	GO:0033993	response to lipid	4	0	0.2	1.00000
825	GO:0034030	ribonucleoside bisphosphate biosynthetic...	6	0	0.3	1.00000
826	GO:0034033	purine nucleoside bisphosphate biosynthe...	6	0	0.3	1.00000
827	GO:0034250	positive regulation of cellular amide me...	3	0	0.15	1.00000
828	GO:0034308	primary alcohol metabolic process	3	0	0.15	1.00000
829	GO:0034309	primary alcohol biosynthetic process	3	0	0.15	1.00000
830	GO:0034440	lipid oxidation	5	0	0.25	1.00000
831	GO:0034470	ncRNA processing	59	0	2.91	1.00000
832	GO:0034504	protein localization to nucleus	5	0	0.25	1.00000
833	GO:0034508	centromere complex assembly	4	0	0.2	1.00000
834	GO:0034613	cellular protein localization	129	0	6.36	1.00000
835	GO:0034655	nucleobase-containing compound catabolic...	18	0	0.89	1.00000
836	GO:0034660	ncRNA metabolic process	112	0	5.52	1.00000
837	GO:0034755	iron ion transmembrane transport	3	0	0.15	1.00000
838	GO:0034968	histone lysine methylation	17	0	0.84	1.00000
839	GO:0035383	thioester metabolic process	4	0	0.2	1.00000
840	GO:0035434	copper ion transmembrane transport	5	0	0.25	1.00000
841	GO:0035437	maintenance of protein localization in e...	4	0	0.2	1.00000
842	GO:0040007	growth	7	0	0.34	1.00000
843	GO:0042126	nitrate metabolic process	4	0	0.2	1.00000
844	GO:0042128	nitrate assimilation	4	0	0.2	1.00000
845	GO:0042157	lipoprotein metabolic process	13	0	0.64	1.00000
846	GO:0042158	lipoprotein biosynthetic process	13	0	0.64	1.00000
847	GO:0042168	heme metabolic process	6	0	0.3	1.00000
848	GO:0042180	cellular ketone metabolic process	3	0	0.15	1.00000
849	GO:0042254	ribosome biogenesis	45	0	2.22	1.00000
850	GO:0042364	water-soluble vitamin biosynthetic proce...	20	0	0.99	1.00000
851	GO:0042398	cellular modified amino acid biosyntheti...	14	0	0.69	1.00000
852	GO:0042401	cellular biogenic amine biosynthetic pro...	6	0	0.3	1.00000
853	GO:0042430	indole-containing compound metabolic pro...	6	0	0.3	1.00000
854	GO:0042440	pigment metabolic process	11	0	0.54	1.00000
855	GO:0042558	pteridine-containing compound metabolic ...	11	0	0.54	1.00000
856	GO:0042559	pteridine-containing compound biosynthet...	10	0	0.49	1.00000
857	GO:0042593	glucose homeostasis	6	0	0.3	1.00000
858	GO:0042594	response to starvation	3	0	0.15	1.00000
859	GO:0042723	thiamine-containing compound metabolic p...	5	0	0.25	1.00000
860	GO:0042724	thiamine-containing compound biosyntheti...	5	0	0.25	1.00000
861	GO:0042726	flavin-containing compound metabolic pro...	9	0	0.44	1.00000
862	GO:0042727	flavin-containing compound biosynthetic ...	9	0	0.44	1.00000
863	GO:0042742	defense response to bacterium	4	0	0.2	1.00000
864	GO:0042770	signal transduction in response to DNA d...	3	0	0.15	1.00000
865	GO:0042773	ATP synthesis coupled electron transport	5	0	0.25	1.00000
866	GO:0042775	mitochondrial ATP synthesis coupled elec...	4	0	0.2	1.00000
867	GO:0042816	vitamin B6 metabolic process	3	0	0.15	1.00000
868	GO:0042819	vitamin B6 biosynthetic process	3	0	0.15	1.00000
869	GO:0043038	amino acid activation	54	0	2.66	1.00000
870	GO:0043039	tRNA aminoacylation	54	0	2.66	1.00000
871	GO:0043062	extracellular structure organization	6	0	0.3	1.00000
872	GO:0043094	cellular metabolic compound salvage	4	0	0.2	1.00000
873	GO:0043161	proteasome-mediated ubiquitin-dependent ...	4	0	0.2	1.00000
874	GO:0043207	response to external biotic stimulus	5	0	0.25	1.00000
875	GO:0043243	positive regulation of protein-containin...	3	0	0.15	1.00000
876	GO:0043244	regulation of protein-containing complex...	5	0	0.25	1.00000
877	GO:0043414	macromolecule methylation	37	0	1.82	1.00000
878	GO:0043543	protein acylation	7	0	0.34	1.00000
879	GO:0043545	molybdopterin cofactor metabolic process	4	0	0.2	1.00000
880	GO:0043574	peroxisomal transport	5	0	0.25	1.00000
881	GO:0043631	RNA polyadenylation	8	0	0.39	1.00000
882	GO:0043647	inositol phosphate metabolic process	7	0	0.34	1.00000
883	GO:0043648	dicarboxylic acid metabolic process	12	0	0.59	1.00000
884	GO:0043650	dicarboxylic acid biosynthetic process	3	0	0.15	1.00000
885	GO:0044030	regulation of DNA methylation	3	0	0.15	1.00000
886	GO:0044036	cell wall macromolecule metabolic proces...	13	0	0.64	1.00000
887	GO:0044106	cellular amine metabolic process	11	0	0.54	1.00000
888	GO:0044242	cellular lipid catabolic process	4	0	0.2	1.00000
889	GO:0044270	cellular nitrogen compound catabolic pro...	22	0	1.08	1.00000
890	GO:0044272	sulfur compound biosynthetic process	24	0	1.18	1.00000
891	GO:0044419	biological process involved in interspec...	5	0	0.25	1.00000
892	GO:0044728	DNA methylation or demethylation	3	0	0.15	1.00000
893	GO:0044743	protein transmembrane import into intrac...	11	0	0.54	1.00000
894	GO:0044770	cell cycle phase transition	11	0	0.54	1.00000
895	GO:0044772	mitotic cell cycle phase transition	7	0	0.34	1.00000
896	GO:0044784	metaphase/anaphase transition of cell cy...	7	0	0.34	1.00000
897	GO:0045017	glycerolipid biosynthetic process	27	0	1.33	1.00000
898	GO:0045047	protein targeting to ER	15	0	0.74	1.00000
899	GO:0045087	innate immune response	3	0	0.15	1.00000
900	GO:0045185	maintenance of protein location	4	0	0.2	1.00000
901	GO:0045333	cellular respiration	15	0	0.74	1.00000
902	GO:0045727	positive regulation of translation	3	0	0.15	1.00000
903	GO:0045786	negative regulation of cell cycle	9	0	0.44	1.00000
904	GO:0045839	negative regulation of mitotic nuclear d...	5	0	0.25	1.00000
905	GO:0045841	negative regulation of mitotic metaphase...	5	0	0.25	1.00000
906	GO:0045901	positive regulation of translational elo...	3	0	0.15	1.00000
907	GO:0045905	positive regulation of translational ter...	3	0	0.15	1.00000
908	GO:0045930	negative regulation of mitotic cell cycl...	6	0	0.3	1.00000
909	GO:0045934	negative regulation of nucleobase-contai...	6	0	0.3	1.00000
910	GO:0046036	CTP metabolic process	6	0	0.3	1.00000
911	GO:0046039	GTP metabolic process	6	0	0.3	1.00000
912	GO:0046040	IMP metabolic process	6	0	0.3	1.00000
913	GO:0046051	UTP metabolic process	6	0	0.3	1.00000
914	GO:0046148	pigment biosynthetic process	9	0	0.44	1.00000
915	GO:0046168	glycerol-3-phosphate catabolic process	5	0	0.25	1.00000
916	GO:0046348	amino sugar catabolic process	11	0	0.54	1.00000
917	GO:0046364	monosaccharide biosynthetic process	4	0	0.2	1.00000
918	GO:0046390	ribose phosphate biosynthetic process	38	0	1.87	1.00000
919	GO:0046434	organophosphate catabolic process	6	0	0.3	1.00000
920	GO:0046451	diaminopimelate metabolic process	5	0	0.25	1.00000
921	GO:0046467	membrane lipid biosynthetic process	15	0	0.74	1.00000
922	GO:0046474	glycerophospholipid biosynthetic process	25	0	1.23	1.00000
923	GO:0046486	glycerolipid metabolic process	47	0	2.32	1.00000
924	GO:0046488	phosphatidylinositol metabolic process	43	0	2.12	1.00000
925	GO:0046493	lipid A metabolic process	3	0	0.15	1.00000
926	GO:0046500	S-adenosylmethionine metabolic process	3	0	0.15	1.00000
927	GO:0046700	heterocycle catabolic process	21	0	1.03	1.00000
928	GO:0046835	carbohydrate phosphorylation	6	0	0.3	1.00000
929	GO:0046854	phosphatidylinositol phosphate biosynthe...	11	0	0.54	1.00000
930	GO:0046907	intracellular transport	154	0	7.59	1.00000
931	GO:0046942	carboxylic acid transport	7	0	0.34	1.00000
932	GO:0048199	vesicle targeting, to, from or within Go...	3	0	0.15	1.00000
933	GO:0048207	vesicle targeting, rough ER to cis-Golgi	3	0	0.15	1.00000
934	GO:0048208	COPII vesicle coating	3	0	0.15	1.00000
935	GO:0048278	vesicle docking	13	0	0.64	1.00000
936	GO:0048285	organelle fission	21	0	1.03	1.00000
937	GO:0048366	leaf development	3	0	0.15	1.00000
938	GO:0048584	positive regulation of response to stimu...	5	0	0.25	1.00000
939	GO:0048827	phyllome development	3	0	0.15	1.00000
940	GO:0050657	nucleic acid transport	3	0	0.15	1.00000
941	GO:0050658	RNA transport	3	0	0.15	1.00000
942	GO:0051028	mRNA transport	3	0	0.15	1.00000
943	GO:0051052	regulation of DNA metabolic process	11	0	0.54	1.00000
944	GO:0051129	negative regulation of cellular componen...	7	0	0.34	1.00000
945	GO:0051130	positive regulation of cellular componen...	3	0	0.15	1.00000
946	GO:0051156	glucose 6-phosphate metabolic process	6	0	0.3	1.00000
947	GO:0051168	nuclear export	3	0	0.15	1.00000
948	GO:0051169	nuclear transport	11	0	0.54	1.00000
949	GO:0051170	import into nucleus	5	0	0.25	1.00000
950	GO:0051189	prosthetic group metabolic process	4	0	0.2	1.00000
951	GO:0051205	protein insertion into membrane	9	0	0.44	1.00000
952	GO:0051225	spindle assembly	6	0	0.3	1.00000
953	GO:0051235	maintenance of location	4	0	0.2	1.00000
954	GO:0051236	establishment of RNA localization	3	0	0.15	1.00000
955	GO:0051259	protein complex oligomerization	4	0	0.2	1.00000
956	GO:0051260	protein homooligomerization	3	0	0.15	1.00000
957	GO:0051304	chromosome separation	8	0	0.39	1.00000
958	GO:0051306	mitotic sister chromatid separation	7	0	0.34	1.00000
959	GO:0051321	meiotic cell cycle	3	0	0.15	1.00000
960	GO:0051336	regulation of hydrolase activity	3	0	0.15	1.00000
961	GO:0051382	kinetochore assembly	3	0	0.15	1.00000
962	GO:0051383	kinetochore organization	3	0	0.15	1.00000
963	GO:0051604	protein maturation	14	0	0.69	1.00000
964	GO:0051606	detection of stimulus	3	0	0.15	1.00000
965	GO:0051640	organelle localization	17	0	0.84	1.00000
966	GO:0051641	cellular localization	179	0	8.82	1.00000
967	GO:0051648	vesicle localization	3	0	0.15	1.00000
968	GO:0051649	establishment of localization in cell	154	0	7.59	1.00000
969	GO:0051650	establishment of vesicle localization	3	0	0.15	1.00000
970	GO:0051651	maintenance of location in cell	4	0	0.2	1.00000
971	GO:0051656	establishment of organelle localization	4	0	0.2	1.00000
972	GO:0051668	localization within membrane	26	0	1.28	1.00000
973	GO:0051707	response to other organism	5	0	0.25	1.00000
974	GO:0051783	regulation of nuclear division	5	0	0.25	1.00000
975	GO:0051784	negative regulation of nuclear division	5	0	0.25	1.00000
976	GO:0051983	regulation of chromosome segregation	7	0	0.34	1.00000
977	GO:0051985	negative regulation of chromosome segreg...	5	0	0.25	1.00000
978	GO:0052646	alditol phosphate metabolic process	5	0	0.25	1.00000
979	GO:0055065	metal ion homeostasis	3	0	0.15	1.00000
980	GO:0055080	cation homeostasis	3	0	0.15	1.00000
981	GO:0061024	membrane organization	13	0	0.64	1.00000
982	GO:0061919	process utilizing autophagic mechanism	9	0	0.44	1.00000
983	GO:0065002	intracellular protein transmembrane tran...	16	0	0.79	1.00000
984	GO:0070071	proton-transporting two-sector ATPase co...	3	0	0.15	1.00000
985	GO:0070585	protein localization to mitochondrion	8	0	0.39	1.00000
986	GO:0070646	protein modification by small protein re...	10	0	0.49	1.00000
987	GO:0070726	cell wall assembly	6	0	0.3	1.00000
988	GO:0070727	cellular macromolecule localization	129	0	6.36	1.00000
989	GO:0070887	cellular response to chemical stimulus	6	0	0.3	1.00000
990	GO:0070925	organelle assembly	14	0	0.69	1.00000
991	GO:0070972	protein localization to endoplasmic reti...	19	0	0.94	1.00000
992	GO:0071103	DNA conformation change	10	0	0.49	1.00000
993	GO:0071173	spindle assembly checkpoint signaling	5	0	0.25	1.00000
994	GO:0071174	mitotic spindle checkpoint signaling	5	0	0.25	1.00000
995	GO:0071310	cellular response to organic substance	4	0	0.2	1.00000
996	GO:0071396	cellular response to lipid	4	0	0.2	1.00000
997	GO:0071495	cellular response to endogenous stimulus	4	0	0.2	1.00000
998	GO:0071668	plant-type cell wall assembly	6	0	0.3	1.00000
999	GO:0071669	plant-type cell wall organization or bio...	7	0	0.34	1.00000
1000	GO:0071806	protein transmembrane transport	16	0	0.79	1.00000
1001	GO:0071826	ribonucleoprotein complex subunit organi...	9	0	0.44	1.00000
1002	GO:0071900	regulation of protein serine/threonine k...	13	0	0.64	1.00000
1003	GO:0071941	nitrogen cycle metabolic process	5	0	0.25	1.00000
1004	GO:0072329	monocarboxylic acid catabolic process	4	0	0.2	1.00000
1005	GO:0072350	tricarboxylic acid metabolic process	4	0	0.2	1.00000
1006	GO:0072488	ammonium transmembrane transport	6	0	0.3	1.00000
1007	GO:0072522	purine-containing compound biosynthetic ...	47	0	2.32	1.00000
1008	GO:0072593	reactive oxygen species metabolic proces...	8	0	0.39	1.00000
1009	GO:0072594	establishment of protein localization to...	34	0	1.68	1.00000
1010	GO:0072595	maintenance of protein localization in o...	4	0	0.2	1.00000
1011	GO:0072599	establishment of protein localization to...	15	0	0.74	1.00000
1012	GO:0072655	establishment of protein localization to...	8	0	0.39	1.00000
1013	GO:0072657	protein localization to membrane	25	0	1.23	1.00000
1014	GO:0072662	protein localization to peroxisome	5	0	0.25	1.00000
1015	GO:0072663	establishment of protein localization to...	5	0	0.25	1.00000
1016	GO:0080134	regulation of response to stress	4	0	0.2	1.00000
1017	GO:0090114	COPII-coated vesicle budding	3	0	0.15	1.00000
1018	GO:0090150	establishment of protein localization to...	25	0	1.23	1.00000
1019	GO:0090305	nucleic acid phosphodiester bond hydroly...	3	0	0.15	1.00000
1020	GO:0090501	RNA phosphodiester bond hydrolysis	3	0	0.15	1.00000
1021	GO:0097354	prenylation	5	0	0.25	1.00000
1022	GO:0098542	defense response to other organism	5	0	0.25	1.00000
1023	GO:0098656	anion transmembrane transport	5	0	0.25	1.00000
1024	GO:0098771	inorganic ion homeostasis	3	0	0.15	1.00000
1025	GO:0098813	nuclear chromosome segregation	14	0	0.69	1.00000
1026	GO:0099402	plant organ development	3	0	0.15	1.00000
1027	GO:0140014	mitotic nuclear division	13	0	0.64	1.00000
1028	GO:0140029	exocytic process	12	0	0.59	1.00000
1029	GO:0140056	organelle localization by membrane tethe...	13	0	0.64	1.00000
1030	GO:0140694	non-membrane-bounded organelle assembly	11	0	0.54	1.00000
1031	GO:1901071	glucosamine-containing compound metaboli...	11	0	0.54	1.00000
1032	GO:1901072	glucosamine-containing compound cataboli...	11	0	0.54	1.00000
1033	GO:1901136	carbohydrate derivative catabolic proces...	20	0	0.99	1.00000
1034	GO:1901269	lipooligosaccharide metabolic process	3	0	0.15	1.00000
1035	GO:1901271	lipooligosaccharide biosynthetic process	3	0	0.15	1.00000
1036	GO:1901361	organic cyclic compound catabolic proces...	22	0	1.08	1.00000
1037	GO:1901475	pyruvate transmembrane transport	4	0	0.2	1.00000
1038	GO:1901657	glycosyl compound metabolic process	20	0	0.99	1.00000
1039	GO:1901658	glycosyl compound catabolic process	3	0	0.15	1.00000
1040	GO:1901701	cellular response to oxygen-containing c...	4	0	0.2	1.00000
1041	GO:1901987	regulation of cell cycle phase transitio...	11	0	0.54	1.00000
1042	GO:1901988	negative regulation of cell cycle phase ...	9	0	0.44	1.00000
1043	GO:1901990	regulation of mitotic cell cycle phase t...	7	0	0.34	1.00000
1044	GO:1901991	negative regulation of mitotic cell cycl...	5	0	0.25	1.00000
1045	GO:1902099	regulation of metaphase/anaphase transit...	7	0	0.34	1.00000
1046	GO:1902100	negative regulation of metaphase/anaphas...	5	0	0.25	1.00000
1047	GO:1902652	secondary alcohol metabolic process	3	0	0.15	1.00000
1048	GO:1903509	liposaccharide metabolic process	19	0	0.94	1.00000
1049	GO:1903825	organic acid transmembrane transport	38	0	1.87	1.00000
1050	GO:1904029	regulation of cyclin-dependent protein k...	13	0	0.64	1.00000
1051	GO:1905037	autophagosome organization	3	0	0.15	1.00000
1052	GO:1905039	carboxylic acid transmembrane transport	38	0	1.87	1.00000
1053	GO:1905818	regulation of chromosome separation	7	0	0.34	1.00000
1054	GO:1905819	negative regulation of chromosome separa...	5	0	0.25	1.00000
1055	GO:1990542	mitochondrial transmembrane transport	10	0	0.49	1.00000
1056	GO:2000816	negative regulation of mitotic sister ch...	5	0	0.25	1.00000
1057	GO:2001057	reactive nitrogen species metabolic proc...	4	0	0.2	1.00000
1058	GO:2001251	negative regulation of chromosome organi...	5	0	0.25	1.00000
