GO.ID	Term	Annotated	Significant	Expected	Fisher
827	GO:0022618	ribonucleoprotein complex assembly	9	0	1.12	1.00000
828	GO:0022900	electron transport chain	11	0	1.37	1.00000
829	GO:0022904	respiratory electron transport chain	6	0	0.75	1.00000
830	GO:0023051	regulation of signaling	14	0	1.74	1.00000
831	GO:0030041	actin filament polymerization	8	0	1	1.00000
832	GO:0030071	regulation of mitotic metaphase/anaphase...	7	0	0.87	1.00000
833	GO:0030150	protein import into mitochondrial matrix	6	0	0.75	1.00000
834	GO:0030198	extracellular matrix organization	6	0	0.75	1.00000
835	GO:0030243	cellulose metabolic process	13	0	1.62	1.00000
836	GO:0030244	cellulose biosynthetic process	13	0	1.62	1.00000
837	GO:0030258	lipid modification	9	0	1.12	1.00000
838	GO:0030259	lipid glycosylation	4	0	0.5	1.00000
839	GO:0030261	chromosome condensation	5	0	0.62	1.00000
840	GO:0030832	regulation of actin filament length	7	0	0.87	1.00000
841	GO:0030833	regulation of actin filament polymerizat...	7	0	0.87	1.00000
842	GO:0031047	gene silencing by RNA	10	0	1.24	1.00000
843	GO:0031123	RNA 3'-end processing	8	0	1	1.00000
844	GO:0031124	mRNA 3'-end processing	7	0	0.87	1.00000
845	GO:0031324	negative regulation of cellular metaboli...	10	0	1.24	1.00000
846	GO:0031327	negative regulation of cellular biosynth...	6	0	0.75	1.00000
847	GO:0031399	regulation of protein modification proce...	20	0	2.49	1.00000
848	GO:0031401	positive regulation of protein modificat...	5	0	0.62	1.00000
849	GO:0031577	spindle checkpoint signaling	5	0	0.62	1.00000
850	GO:0032011	ARF protein signal transduction	7	0	0.87	1.00000
851	GO:0032012	regulation of ARF protein signal transdu...	7	0	0.87	1.00000
852	GO:0032147	activation of protein kinase activity	5	0	0.62	1.00000
853	GO:0032200	telomere organization	7	0	0.87	1.00000
854	GO:0032269	negative regulation of cellular protein ...	4	0	0.5	1.00000
855	GO:0032271	regulation of protein polymerization	7	0	0.87	1.00000
856	GO:0032507	maintenance of protein location in cell	4	0	0.5	1.00000
857	GO:0032535	regulation of cellular component size	8	0	1	1.00000
858	GO:0032870	cellular response to hormone stimulus	4	0	0.5	1.00000
859	GO:0032956	regulation of actin cytoskeleton organiz...	7	0	0.87	1.00000
860	GO:0032957	inositol trisphosphate metabolic process	6	0	0.75	1.00000
861	GO:0032970	regulation of actin filament-based proce...	7	0	0.87	1.00000
862	GO:0033044	regulation of chromosome organization	7	0	0.87	1.00000
863	GO:0033045	regulation of sister chromatid segregati...	7	0	0.87	1.00000
864	GO:0033046	negative regulation of sister chromatid ...	5	0	0.62	1.00000
865	GO:0033047	regulation of mitotic sister chromatid s...	5	0	0.62	1.00000
866	GO:0033048	negative regulation of mitotic sister ch...	5	0	0.62	1.00000
867	GO:0033500	carbohydrate homeostasis	6	0	0.75	1.00000
868	GO:0033674	positive regulation of kinase activity	5	0	0.62	1.00000
869	GO:0033692	cellular polysaccharide biosynthetic pro...	25	0	3.11	1.00000
870	GO:0033993	response to lipid	4	0	0.5	1.00000
871	GO:0034035	purine ribonucleoside bisphosphate metab...	6	0	0.75	1.00000
872	GO:0034249	negative regulation of cellular amide me...	4	0	0.5	1.00000
873	GO:0034308	primary alcohol metabolic process	3	0	0.37	1.00000
874	GO:0034309	primary alcohol biosynthetic process	3	0	0.37	1.00000
875	GO:0034314	Arp2/3 complex-mediated actin nucleation	8	0	1	1.00000
876	GO:0034440	lipid oxidation	5	0	0.62	1.00000
877	GO:0034504	protein localization to nucleus	5	0	0.62	1.00000
878	GO:0034508	centromere complex assembly	4	0	0.5	1.00000
879	GO:0034755	iron ion transmembrane transport	3	0	0.37	1.00000
880	GO:0035437	maintenance of protein localization in e...	4	0	0.5	1.00000
881	GO:0040007	growth	7	0	0.87	1.00000
882	GO:0042157	lipoprotein metabolic process	13	0	1.62	1.00000
883	GO:0042158	lipoprotein biosynthetic process	13	0	1.62	1.00000
884	GO:0042168	heme metabolic process	6	0	0.75	1.00000
885	GO:0042180	cellular ketone metabolic process	3	0	0.37	1.00000
886	GO:0042325	regulation of phosphorylation	19	0	2.36	1.00000
887	GO:0042327	positive regulation of phosphorylation	5	0	0.62	1.00000
888	GO:0042545	cell wall modification	10	0	1.24	1.00000
889	GO:0042593	glucose homeostasis	6	0	0.75	1.00000
890	GO:0042723	thiamine-containing compound metabolic p...	5	0	0.62	1.00000
891	GO:0042724	thiamine-containing compound biosyntheti...	5	0	0.62	1.00000
892	GO:0042773	ATP synthesis coupled electron transport	5	0	0.62	1.00000
893	GO:0042775	mitochondrial ATP synthesis coupled elec...	4	0	0.5	1.00000
894	GO:0043062	extracellular structure organization	6	0	0.75	1.00000
895	GO:0043085	positive regulation of catalytic activit...	6	0	0.75	1.00000
896	GO:0043161	proteasome-mediated ubiquitin-dependent ...	4	0	0.5	1.00000
897	GO:0043254	regulation of protein-containing complex...	7	0	0.87	1.00000
898	GO:0043413	macromolecule glycosylation	44	0	5.48	1.00000
899	GO:0043543	protein acylation	7	0	0.87	1.00000
900	GO:0043545	molybdopterin cofactor metabolic process	4	0	0.5	1.00000
901	GO:0043549	regulation of kinase activity	19	0	2.36	1.00000
902	GO:0043574	peroxisomal transport	5	0	0.62	1.00000
903	GO:0043647	inositol phosphate metabolic process	7	0	0.87	1.00000
904	GO:0044030	regulation of DNA methylation	3	0	0.37	1.00000
905	GO:0044042	glucan metabolic process	44	0	5.48	1.00000
906	GO:0044087	regulation of cellular component biogene...	8	0	1	1.00000
907	GO:0044093	positive regulation of molecular functio...	6	0	0.75	1.00000
908	GO:0044242	cellular lipid catabolic process	4	0	0.5	1.00000
909	GO:0044264	cellular polysaccharide metabolic proces...	45	0	5.6	1.00000
910	GO:0044728	DNA methylation or demethylation	3	0	0.37	1.00000
911	GO:0044743	protein transmembrane import into intrac...	11	0	1.37	1.00000
912	GO:0044772	mitotic cell cycle phase transition	7	0	0.87	1.00000
913	GO:0044784	metaphase/anaphase transition of cell cy...	7	0	0.87	1.00000
914	GO:0045010	actin nucleation	9	0	1.12	1.00000
915	GO:0045017	glycerolipid biosynthetic process	27	0	3.36	1.00000
916	GO:0045087	innate immune response	3	0	0.37	1.00000
917	GO:0045185	maintenance of protein location	4	0	0.5	1.00000
918	GO:0045229	external encapsulating structure organiz...	16	0	1.99	1.00000
919	GO:0045839	negative regulation of mitotic nuclear d...	5	0	0.62	1.00000
920	GO:0045841	negative regulation of mitotic metaphase...	5	0	0.62	1.00000
921	GO:0045859	regulation of protein kinase activity	18	0	2.24	1.00000
922	GO:0045860	positive regulation of protein kinase ac...	5	0	0.62	1.00000
923	GO:0045930	negative regulation of mitotic cell cycl...	6	0	0.75	1.00000
924	GO:0045934	negative regulation of nucleobase-contai...	6	0	0.75	1.00000
925	GO:0045937	positive regulation of phosphate metabol...	5	0	0.62	1.00000
926	GO:0046165	alcohol biosynthetic process	7	0	0.87	1.00000
927	GO:0046168	glycerol-3-phosphate catabolic process	5	0	0.62	1.00000
928	GO:0046173	polyol biosynthetic process	4	0	0.5	1.00000
929	GO:0046373	L-arabinose metabolic process	6	0	0.75	1.00000
930	GO:0046395	carboxylic acid catabolic process	10	0	1.24	1.00000
931	GO:0046434	organophosphate catabolic process	6	0	0.75	1.00000
932	GO:0046467	membrane lipid biosynthetic process	15	0	1.87	1.00000
933	GO:0046474	glycerophospholipid biosynthetic process	25	0	3.11	1.00000
934	GO:0046493	lipid A metabolic process	3	0	0.37	1.00000
935	GO:0046496	nicotinamide nucleotide metabolic proces...	7	0	0.87	1.00000
936	GO:0046500	S-adenosylmethionine metabolic process	3	0	0.37	1.00000
937	GO:0046578	regulation of Ras protein signal transdu...	7	0	0.87	1.00000
938	GO:0046835	carbohydrate phosphorylation	6	0	0.75	1.00000
939	GO:0046836	glycolipid transport	6	0	0.75	1.00000
940	GO:0046854	phosphatidylinositol phosphate biosynthe...	11	0	1.37	1.00000
941	GO:0048193	Golgi vesicle transport	37	0	4.61	1.00000
942	GO:0048199	vesicle targeting, to, from or within Go...	3	0	0.37	1.00000
943	GO:0048207	vesicle targeting, rough ER to cis-Golgi	3	0	0.37	1.00000
944	GO:0048208	COPII vesicle coating	3	0	0.37	1.00000
945	GO:0048278	vesicle docking	13	0	1.62	1.00000
946	GO:0048285	organelle fission	21	0	2.61	1.00000
947	GO:0048580	regulation of post-embryonic development	3	0	0.37	1.00000
948	GO:0048583	regulation of response to stimulus	18	0	2.24	1.00000
949	GO:0048584	positive regulation of response to stimu...	5	0	0.62	1.00000
950	GO:0048608	reproductive structure development	3	0	0.37	1.00000
951	GO:0048831	regulation of shoot system development	3	0	0.37	1.00000
952	GO:0050790	regulation of catalytic activity	25	0	3.11	1.00000
953	GO:0050793	regulation of developmental process	3	0	0.37	1.00000
954	GO:0051052	regulation of DNA metabolic process	11	0	1.37	1.00000
955	GO:0051056	regulation of small GTPase mediated sign...	7	0	0.87	1.00000
956	GO:0051129	negative regulation of cellular componen...	7	0	0.87	1.00000
957	GO:0051170	import into nucleus	5	0	0.62	1.00000
958	GO:0051172	negative regulation of nitrogen compound...	10	0	1.24	1.00000
959	GO:0051174	regulation of phosphorus metabolic proce...	23	0	2.86	1.00000
960	GO:0051189	prosthetic group metabolic process	4	0	0.5	1.00000
961	GO:0051225	spindle assembly	6	0	0.75	1.00000
962	GO:0051235	maintenance of location	4	0	0.5	1.00000
963	GO:0051239	regulation of multicellular organismal p...	3	0	0.37	1.00000
964	GO:0051248	negative regulation of protein metabolic...	4	0	0.5	1.00000
965	GO:0051258	protein polymerization	10	0	1.24	1.00000
966	GO:0051259	protein complex oligomerization	4	0	0.5	1.00000
967	GO:0051260	protein homooligomerization	3	0	0.37	1.00000
968	GO:0051273	beta-glucan metabolic process	24	0	2.99	1.00000
969	GO:0051274	beta-glucan biosynthetic process	24	0	2.99	1.00000
970	GO:0051304	chromosome separation	8	0	1	1.00000
971	GO:0051306	mitotic sister chromatid separation	7	0	0.87	1.00000
972	GO:0051321	meiotic cell cycle	3	0	0.37	1.00000
973	GO:0051336	regulation of hydrolase activity	3	0	0.37	1.00000
974	GO:0051338	regulation of transferase activity	19	0	2.36	1.00000
975	GO:0051347	positive regulation of transferase activ...	5	0	0.62	1.00000
976	GO:0051382	kinetochore assembly	3	0	0.37	1.00000
977	GO:0051383	kinetochore organization	3	0	0.37	1.00000
978	GO:0051604	protein maturation	14	0	1.74	1.00000
979	GO:0051606	detection of stimulus	3	0	0.37	1.00000
980	GO:0051640	organelle localization	17	0	2.12	1.00000
981	GO:0051648	vesicle localization	3	0	0.37	1.00000
982	GO:0051650	establishment of vesicle localization	3	0	0.37	1.00000
983	GO:0051651	maintenance of location in cell	4	0	0.5	1.00000
984	GO:0051656	establishment of organelle localization	4	0	0.5	1.00000
985	GO:0051783	regulation of nuclear division	5	0	0.62	1.00000
986	GO:0051784	negative regulation of nuclear division	5	0	0.62	1.00000
987	GO:0051983	regulation of chromosome segregation	7	0	0.87	1.00000
988	GO:0051985	negative regulation of chromosome segreg...	5	0	0.62	1.00000
989	GO:0052646	alditol phosphate metabolic process	5	0	0.62	1.00000
990	GO:0055065	metal ion homeostasis	3	0	0.37	1.00000
991	GO:0055080	cation homeostasis	3	0	0.37	1.00000
992	GO:0060236	regulation of mitotic spindle organizati...	5	0	0.62	1.00000
993	GO:0061458	reproductive system development	3	0	0.37	1.00000
994	GO:0061919	process utilizing autophagic mechanism	9	0	1.12	1.00000
995	GO:0065009	regulation of molecular function	27	0	3.36	1.00000
996	GO:0070071	proton-transporting two-sector ATPase co...	3	0	0.37	1.00000
997	GO:0070085	glycosylation	48	0	5.97	1.00000
998	GO:0070585	protein localization to mitochondrion	8	0	1	1.00000
999	GO:0070646	protein modification by small protein re...	10	0	1.24	1.00000
1000	GO:0070726	cell wall assembly	6	0	0.75	1.00000
1001	GO:0071103	DNA conformation change	10	0	1.24	1.00000
1002	GO:0071173	spindle assembly checkpoint signaling	5	0	0.62	1.00000
1003	GO:0071174	mitotic spindle checkpoint signaling	5	0	0.62	1.00000
1004	GO:0071310	cellular response to organic substance	4	0	0.5	1.00000
1005	GO:0071396	cellular response to lipid	4	0	0.5	1.00000
1006	GO:0071495	cellular response to endogenous stimulus	4	0	0.5	1.00000
1007	GO:0071555	cell wall organization	16	0	1.99	1.00000
1008	GO:0071668	plant-type cell wall assembly	6	0	0.75	1.00000
1009	GO:0071669	plant-type cell wall organization or bio...	7	0	0.87	1.00000
1010	GO:0071826	ribonucleoprotein complex subunit organi...	9	0	1.12	1.00000
1011	GO:0071900	regulation of protein serine/threonine k...	13	0	1.62	1.00000
1012	GO:0072329	monocarboxylic acid catabolic process	4	0	0.5	1.00000
1013	GO:0072350	tricarboxylic acid metabolic process	4	0	0.5	1.00000
1014	GO:0072488	ammonium transmembrane transport	6	0	0.75	1.00000
1015	GO:0072595	maintenance of protein localization in o...	4	0	0.5	1.00000
1016	GO:0072655	establishment of protein localization to...	8	0	1	1.00000
1017	GO:0072662	protein localization to peroxisome	5	0	0.62	1.00000
1018	GO:0072663	establishment of protein localization to...	5	0	0.62	1.00000
1019	GO:0080134	regulation of response to stress	4	0	0.5	1.00000
1020	GO:0090066	regulation of anatomical structure size	8	0	1	1.00000
1021	GO:0090114	COPII-coated vesicle budding	3	0	0.37	1.00000
1022	GO:0090224	regulation of spindle organization	5	0	0.62	1.00000
1023	GO:0090305	nucleic acid phosphodiester bond hydroly...	3	0	0.37	1.00000
1024	GO:0090501	RNA phosphodiester bond hydrolysis	3	0	0.37	1.00000
1025	GO:0090567	reproductive shoot system development	3	0	0.37	1.00000
1026	GO:0097354	prenylation	5	0	0.62	1.00000
1027	GO:0098771	inorganic ion homeostasis	3	0	0.37	1.00000
1028	GO:0098813	nuclear chromosome segregation	14	0	1.74	1.00000
1029	GO:0110053	regulation of actin filament organizatio...	7	0	0.87	1.00000
1030	GO:0140014	mitotic nuclear division	13	0	1.62	1.00000
1031	GO:0140029	exocytic process	12	0	1.49	1.00000
1032	GO:0140056	organelle localization by membrane tethe...	13	0	1.62	1.00000
1033	GO:1901264	carbohydrate derivative transport	7	0	0.87	1.00000
1034	GO:1901269	lipooligosaccharide metabolic process	3	0	0.37	1.00000
1035	GO:1901271	lipooligosaccharide biosynthetic process	3	0	0.37	1.00000
1036	GO:1901606	alpha-amino acid catabolic process	6	0	0.75	1.00000
1037	GO:1901700	response to oxygen-containing compound	10	0	1.24	1.00000
1038	GO:1901701	cellular response to oxygen-containing c...	4	0	0.5	1.00000
1039	GO:1901990	regulation of mitotic cell cycle phase t...	7	0	0.87	1.00000
1040	GO:1901991	negative regulation of mitotic cell cycl...	5	0	0.62	1.00000
1041	GO:1902099	regulation of metaphase/anaphase transit...	7	0	0.87	1.00000
1042	GO:1902100	negative regulation of metaphase/anaphas...	5	0	0.62	1.00000
1043	GO:1902221	erythrose 4-phosphate/phosphoenolpyruvat...	5	0	0.62	1.00000
1044	GO:1902223	erythrose 4-phosphate/phosphoenolpyruvat...	4	0	0.5	1.00000
1045	GO:1902531	regulation of intracellular signal trans...	7	0	0.87	1.00000
1046	GO:1902652	secondary alcohol metabolic process	3	0	0.37	1.00000
1047	GO:1902850	microtubule cytoskeleton organization in...	5	0	0.62	1.00000
1048	GO:1902903	regulation of supramolecular fiber organ...	7	0	0.87	1.00000
1049	GO:1903047	mitotic cell cycle process	19	0	2.36	1.00000
1050	GO:1904029	regulation of cyclin-dependent protein k...	13	0	1.62	1.00000
1051	GO:1905037	autophagosome organization	3	0	0.37	1.00000
1052	GO:1905818	regulation of chromosome separation	7	0	0.87	1.00000
1053	GO:1905819	negative regulation of chromosome separa...	5	0	0.62	1.00000
1054	GO:2000026	regulation of multicellular organismal d...	3	0	0.37	1.00000
1055	GO:2000113	negative regulation of cellular macromol...	4	0	0.5	1.00000
1056	GO:2000241	regulation of reproductive process	3	0	0.37	1.00000
1057	GO:2000816	negative regulation of mitotic sister ch...	5	0	0.62	1.00000
1058	GO:2001251	negative regulation of chromosome organi...	5	0	0.62	1.00000
